dataset,platform,split,label,text_clean,context_clean,has_context,context_n_words,n_chars,n_words,n_sentences,avg_word_len,n_exclam,n_question,n_ellipsis,n_repeat_punct,n_allcaps_words,allcaps_ratio,n_emoji,n_elongation,n_scare_quotes,n_urls,n_mentions,n_hashtags,n_interjections,starts_with_interjection,n_context_turns
news_headlines,news,val,0,5-year-old channels solange knowles for perfectly recreated album cover,,False,0,71,10,1,6.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
news_headlines,news,train,1,man filled with gratitude at sight of other customer in nice restaurant wearing jeans,,False,0,85,14,1,5.142857142857143,0,0,0,0,0,0.0,0,0,0,0,0,0,1,False,
news_headlines,news,val,0,protests continue for stephon clark on martin luther king jr.'s death anniversary,,False,0,81,13,1,5.3076923076923075,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
news_headlines,news,train,1,disastrous ad campaign appeals to basic human intelligence,,False,0,58,8,1,6.375,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
news_headlines,news,train,1,starring in hollywood blockbusters los angeles man's only claim to fame,,False,0,71,11,1,5.545454545454546,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
news_headlines,news,val,0,the fda should even the score for women's sexual health,,False,0,55,10,1,4.6,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
news_headlines,news,train,1,villagers turned into crack fighting squad overnight,,False,0,52,7,1,6.571428571428571,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
news_headlines,news,train,0,you are no less of a man for having been assaulted,,False,0,50,11,1,3.6363636363636362,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
news_headlines,news,train,1,national zoo announces giant pandas to divorce,,False,0,46,7,1,5.714285714285714,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
news_headlines,news,train,0,firefighter loses home to fire days after he receives racist threat,,False,0,67,11,1,5.181818181818182,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
news_headlines,news,train,0,obama has tied reagan in public opinion polls,,False,0,45,8,1,4.75,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
news_headlines,news,train,1,michael cohen granted prison work release for new job with trump 2020 campaign,,False,0,78,12,1,5.166666666666667,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
news_headlines,news,train,0,december's people,,False,0,17,2,1,8.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
news_headlines,news,train,1,man googling 'tender lump on neck' about to begin exciting new phase in life,,False,0,76,14,1,4.5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
news_headlines,news,train,0,"black realness in the mainstream, but is everybody watching?",,False,0,60,9,1,5.555555555555555,0,1,0,0,0,0.0,0,0,0,0,0,0,0,False,
news_headlines,news,train,0,"past armageddon and on to zippori, one of israel's premier archaeological sites: spring break 2016, breaking bad on the looney front - part 1",,False,0,141,21,1,5.190476190476191,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
news_headlines,news,train,0,journalists push back on correspondents' association's response to michelle wolf,,False,0,80,10,1,7.1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
news_headlines,news,val,1,velociraptor from 'jurassic park' dies,,False,0,38,5,1,6.8,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
news_headlines,news,test,1,man burning in hell wishes he hadn't snickered at religious leaflet,,False,0,67,11,1,5.181818181818182,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
news_headlines,news,test,0,"in russiagate, keep your eye on pence",,False,0,37,7,1,4.285714285714286,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
news_headlines,news,train,1,fight kind of runs out of steam 15 seconds in,,False,0,45,9,1,3.7777777777777777,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
news_headlines,news,train,0,'snl' takes on sexist super bowl stereotypes in the best way,,False,0,60,11,1,4.545454545454546,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,
